time;latitude;longitude;depth;mag;updated;magNst
2014-10-17T19:18:20.360Z;29.5783;128.4674;22.15;4.5;2015-01-15T20:03:30.040Z;30
2013-10-09T01:06:16.480Z;29.5813;130.4707;49.08;5;2013-12-24T01:42:57.000Z;
2008-07-08T14:34:21.760Z;29.601;130.616;60.1;4.6;2014-11-07T01:36:35.789Z;
2008-04-13T07:21:58.490Z;29.614;129.995;14.8;4.9;2016-11-10T01:54:34.181Z;
2007-04-17T16:13:17.600Z;29.616;130.488;45.9;4.8;2014-11-07T01:32:13.056Z;
2014-10-17T18:45:11.110Z;29.6255;128.7225;45.58;4.5;2015-01-15T20:03:30.040Z;51
2011-01-20T11:36:41.760Z;29.651;129.27;156.5;5.2;2014-11-07T01:43:27.984Z;
2015-08-30T05:30:57.280Z;29.6583;130.3794;29.71;5.1;2015-12-01T00:36:03.040Z;205
2002-01-20T09:04:59.220Z;29.672;131.202;41.3;4.6;2014-11-07T01:14:43.056Z;3
2017-12-31T03:48:57.420Z;29.6759;129.3045;162.8;5;2018-03-17T01:54:40.040Z;23
2016-04-24T13:27:44.650Z;29.6782;129.8179;47.82;4.5;2016-07-08T02:49:20.040Z;38
2012-04-24T11:17:34.560Z;29.699;130.143;69.8;4.6;2014-11-07T01:47:36.678Z;20
2014-10-17T17:41:34.680Z;29.7016;128.518;41.28;5;2015-01-15T20:03:29.040Z;152
2011-11-11T17:09:46.590Z;29.707;129.873;110.4;4.9;2014-11-07T01:46:20.133Z;46
2009-10-01T15:21:26.450Z;29.708;131.93;35;4.6;2014-11-07T01:39:49.832Z;2
2012-05-19T01:50:02.260Z;29.723;129.633;132;4.5;2014-11-07T01:47:48.725Z;18
2018-10-28T06:27:24.340Z;29.7245;130.6764;44.5;4.6;2018-11-22T12:42:56.040Z;68
2004-06-24T01:02:11.750Z;29.725;131.07;31.5;4.7;2014-11-07T01:22:40.859Z;3
2008-09-01T20:53:25.340Z;29.732;129.864;349.2;5;2014-11-07T01:37:05.746Z;
2005-07-09T14:44:19.320Z;29.733;131.89;61;4.5;2014-11-07T01:26:27.879Z;16
2003-07-09T17:15:14.640Z;29.736;129.968;67.4;5.5;2016-11-09T22:56:43.697Z;
2003-04-05T07:49:36.740Z;29.744;130.555;33;4.6;2014-11-07T01:18:17.287Z;31
2016-03-17T08:55:13.990Z;29.7482;130.637;40.78;4.5;2016-05-21T00:05:35.040Z;22
2017-03-31T00:12:14.600Z;29.7485;129.5207;156.08;4.5;2017-06-16T23:08:04.040Z;46
2006-12-10T15:28:09.330Z;29.761;130.516;35;5.7;2016-11-10T01:32:18.865Z;
2017-08-11T20:16:13.080Z;29.7649;128.9956;206.6;4.6;2017-10-25T00:38:08.040Z;135
2015-06-11T09:19:23.300Z;29.794;131.4189;36.9;5.1;2015-08-20T00:43:53.040Z;283
2001-10-21T18:37:44.860Z;29.801;129.444;163.3;4.6;2014-11-07T01:14:01.411Z;43
2004-04-02T21:45:11.670Z;29.804;127.507;24.6;4.8;2014-11-07T01:21:53.009Z;8
2004-09-16T20:09:46.330Z;29.807;129.364;179.6;4.5;2014-11-07T01:23:29.957Z;
2016-09-17T20:03:06.520Z;29.822;129.2421;192.74;4.6;2016-12-12T23:01:28.040Z;46
2009-09-01T15:26:06.880Z;29.835;130.207;46.2;4.5;2014-11-07T01:39:37.790Z;
2016-03-14T07:03:17.710Z;29.8888;128.9567;210.5;5.5;2016-11-10T22:14:29.140Z;
2014-08-25T07:31:43.690Z;29.8942;129.88;111.4;4.7;2014-11-22T02:06:35.000Z;144
2005-09-05T16:17:45.490Z;29.91;129.116;209.3;4.5;2014-11-07T01:27:00.743Z;
2009-08-28T05:47:53.880Z;29.918;130.528;64.8;5.2;2014-11-07T01:39:34.340Z;
2009-08-28T11:00:13.480Z;29.922;130.593;54.1;4.5;2014-11-07T01:39:34.406Z;
2014-09-14T02:18:24.680Z;29.9461;131.0782;23.48;4.8;2014-12-08T23:31:00.040Z;131
2018-04-02T19:58:56.460Z;29.9493;131.1891;22.78;4.6;2018-06-30T01:11:25.040Z;32
2002-08-31T02:04:24.910Z;29.959;130.753;41.8;4.7;2014-11-07T01:16:21.601Z;31
2016-06-07T20:48:04.900Z;29.9613;131.1423;45.78;4.7;2016-08-18T00:36:34.040Z;8
2011-04-09T12:57:47.820Z;29.999;131.78;11;5.9;2015-06-30T16:59:03.823Z;
2005-11-21T18:06:18.650Z;30.001;131.1298;421.7;4.6;2014-11-07T01:27:42.123Z;
2007-05-07T00:29:06.410Z;30.007;130.177;51.8;5.2;2016-11-10T01:39:50.719Z;
2006-05-22T15:16:20.530Z;30.011;130.956;39;5.3;2016-11-10T01:22:35.589Z;
2010-06-07T11:07:23.090Z;30.011;131.011;29.3;4.8;2014-11-07T01:41:39.229Z;
2018-04-02T18:19:43.440Z;30.0126;131.1529;37.24;4.5;2018-06-30T01:11:25.040Z;37
2003-12-28T04:45:48.370Z;30.015;131.002;31.9;5.2;2016-11-10T00:18:28.267Z;
2013-09-21T20:29:45.890Z;30.0201;131;37.87;4.6;2013-12-09T21:11:12.000Z;
2007-08-13T06:47:13.020Z;30.021;131.274;33;4.6;2014-11-07T01:33:15.481Z;
2018-04-02T19:10:21.010Z;30.0222;131.1771;40.63;4.8;2018-06-30T01:11:25.040Z;113
2007-08-10T21:52:37.770Z;30.036;131.061;26.9;4.8;2014-11-07T01:33:14.141Z;
2016-06-08T00:56:39.650Z;30.0364;131.1389;19.42;4.8;2016-08-18T00:36:34.040Z;86
2013-09-20T06:50:27.660Z;30.0386;131.1453;31.58;5;2013-12-09T21:11:09.000Z;
2011-10-23T12:04:49.710Z;30.041;130.658;59.4;4.9;2014-11-07T01:46:10.182Z;36
2014-11-18T15:20:49.640Z;30.0444;131.1233;18.64;5;2015-02-12T01:42:59.040Z;122
2001-11-05T20:08:23.500Z;30.053;130.923;33;4.7;2014-11-07T01:14:12.310Z;21
2015-02-15T14:34:36.830Z;30.0604;131.1018;29.89;4.6;2015-05-11T23:20:16.040Z;30
2013-09-15T17:35:42.140Z;30.0611;130.9982;31.63;4.7;2013-11-19T17:38:05.000Z;
2012-04-14T12:39:57.690Z;30.063;130.312;56.1;4.7;2014-11-07T01:47:31.376Z;31
2013-11-25T16:38:49.480Z;30.0642;131.0807;37.77;4.7;2014-02-11T02:18:59.000Z;
2012-06-25T08:22:58.720Z;30.072;130.568;33.8;4.7;2014-11-07T01:48:09.056Z;5
2007-06-03T18:07:18.530Z;30.072;131.084;63.2;4.5;2014-11-07T01:32:38.634Z;
2007-08-09T20:30:12.380Z;30.074;131.153;29;5;2016-11-10T01:43:23.157Z;
2014-09-20T14:44:30.600Z;30.0785;130.3546;89.02;4.5;2014-12-19T00:05:23.040Z;7
2006-05-23T17:03:09.090Z;30.084;131.028;39.1;4.8;2016-11-10T01:22:38.186Z;
2016-02-20T19:14:37.440Z;30.0849;131.0844;40.81;4.6;2016-05-03T23:44:14.040Z;70
2001-09-02T17:27:15.250Z;30.09;131.018;34.1;4.7;2014-11-07T01:13:43.694Z;18
2017-07-31T22:36:04.980Z;30.0932;131.21;41.3;4.6;2017-10-18T01:54:12.040Z;29
2013-09-21T20:26:48.640Z;30.101;131.1832;40.79;4.8;2013-12-09T21:11:12.000Z;
2012-10-20T02:49:15.290Z;30.11;130.991;24.7;4.5;2014-11-07T01:49:07.117Z;15
2009-04-22T11:24:12.120Z;30.12;131.001;26.8;4.9;2014-11-07T01:38:49.345Z;
2013-09-21T20:05:45.510Z;30.1235;131.103;41.61;4.7;2013-12-09T21:11:12.000Z;
2009-01-22T15:24:36.060Z;30.125;131.146;25.7;4.5;2014-11-07T01:38:14.401Z;
2015-09-29T04:24:26.360Z;30.1402;131.1925;41.39;4.5;2015-12-28T23:08:48.040Z;11
2001-08-19T09:24:12.280Z;30.151;131.095;34.2;4.5;2014-11-07T01:13:34.524Z;7
2004-01-04T21:03:14.900Z;30.166;131.051;34.4;4.9;2016-11-10T00:22:36.276Z;
2016-12-23T10:38:57.730Z;30.1774;130.8459;35;4.5;2017-03-23T22:51:59.040Z;7
2013-02-21T19:59:46.290Z;30.183;130.994;35.4;4.8;2014-11-07T01:50:10.585Z;26
2008-06-10T19:09:51.890Z;30.191;131.126;57.3;4.7;2014-11-07T01:36:18.409Z;
2017-12-15T08:09:33.080Z;30.2291;130.7391;36.25;4.8;2018-03-06T00:49:42.040Z;48
2014-08-29T10:14:57.770Z;30.2312;132.1359;35;4.6;2014-11-29T00:09:20.000Z;9
2008-03-06T14:31:53.490Z;30.245;131.69;43.9;4.6;2014-11-07T01:35:11.867Z;15
2013-02-13T03:57:42.500Z;30.252;131.412;10;5.2;2014-11-07T01:50:07.186Z;
2011-04-29T04:38:37.770Z;30.256;130.782;51.1;4.8;2014-11-07T01:44:38.999Z;58
2011-12-13T17:51:05.170Z;30.259;131.449;15.1;4.9;2014-11-07T01:46:33.641Z;34
2011-06-23T11:38:32.870Z;30.284;131.467;26;5.1;2014-11-07T01:45:09.348Z;
2015-11-28T12:13:07.500Z;30.2947;131.3723;30.72;4.6;2016-02-25T22:32:58.040Z;50
2006-02-24T15:50:22.250Z;30.326;132.091;111.7;4.5;2014-11-07T01:28:21.628Z;6
2005-09-06T18:52:24.000Z;30.328;131.7;45.2;4.6;2014-11-07T01:27:01.100Z;15
2003-12-05T00:44:21.800Z;30.367;132.121;33;4.6;2014-11-07T01:20:41.374Z;7
2017-10-14T12:59:12.110Z;30.37;132.4588;32.68;4.7;2018-01-09T02:15:00.040Z;53
2018-09-11T14:18:17.060Z;30.3898;131.0138;35;4.6;2018-11-21T18:19:09.040Z;28
2007-08-01T03:50:24.310Z;30.396;130.67;26.3;4.6;2014-11-07T01:33:08.384Z;
2018-09-11T15:08:49.030Z;30.4041;131.0237;35;4.8;2018-11-21T18:19:09.040Z;74
2018-11-20T19:09:48.760Z;30.4087;130.0687;123;5.5;2018-11-26T23:45:15.717Z;54
2017-10-01T19:20:28.800Z;30.4295;131.0605;52.16;4.6;2018-01-03T01:54:42.040Z;27
2017-03-17T06:57:11.750Z;30.436;130.6569;63.5;4.9;2017-06-07T00:33:42.040Z;11
2018-06-10T15:25:40.560Z;30.4455;131.3552;10;4.5;2018-08-29T16:36:42.040Z;3
2001-04-28T15:56:54.600Z;30.446;131.454;46.4;4.5;2014-11-07T01:12:39.113Z;11
2008-08-24T00:25:45.450Z;30.457;131.008;35;4.5;2014-11-07T01:36:58.268Z;
2014-11-13T02:45:48.860Z;30.4577;132.3955;30.78;4.5;2015-02-12T01:42:38.040Z;12
2018-09-11T12:14:57.810Z;30.4666;130.2796;35;4.6;2018-11-21T18:19:14.040Z;8
2015-12-22T16:51:41.490Z;30.4742;132.5327;10;4.5;2016-03-12T02:29:22.040Z;32
2001-05-12T03:32:55.910Z;30.489;130.907;33;5.1;2016-11-09T22:30:14.096Z;
2014-11-21T05:47:41.440Z;30.5126;131.4607;10;4.5;2015-02-18T03:30:49.040Z;9
2011-08-04T15:09:22.520Z;30.516;130.327;104.5;4.8;2014-11-07T01:45:33.822Z;34
2017-01-03T04:38:38.750Z;30.5247;131.1366;32.13;4.8;2017-03-27T23:53:20.040Z;48
2014-06-01T15:27:59.230Z;30.5315;131.5586;36.79;4.6;2014-08-26T01:21:09.000Z;49
2015-01-05T16:53:44.120Z;30.534;131.101;24.11;4.5;2015-03-27T07:02:02.040Z;34
2018-01-15T20:41:39.270Z;30.5516;132.0594;19.68;4.5;2018-04-10T01:11:41.040Z;7
2016-01-05T12:23:21.540Z;30.5581;132.8029;10;4.5;2016-03-28T22:09:38.040Z;17
2002-10-25T14:40:51.690Z;30.564;129.996;125.4;5.4;2016-11-09T23:48:12.758Z;
2013-04-01T08:45:15.640Z;30.573;130.994;43.8;4.6;2014-11-07T01:50:27.428Z;24
2017-12-19T04:02:37.960Z;30.5819;131.8997;10;4.8;2018-03-14T00:58:22.040Z;31
2018-09-08T16:15:57.940Z;30.5852;131.1662;35;4.6;2018-11-14T17:40:18.040Z;30
2015-08-01T15:52:34.380Z;30.5967;131.4249;35.65;4.5;2015-10-30T02:47:42.040Z;6
2015-01-13T05:26:59.180Z;30.5992;131.432;41.14;5;2015-04-10T18:56:31.040Z;84
2001-02-09T21:37:13.400Z;30.605;131.384;33;4.6;2014-11-07T01:12:07.317Z;3
2007-08-11T16:48:31.360Z;30.608;131.575;37.5;4.6;2014-11-07T01:33:14.815Z;
2014-11-19T14:34:42.850Z;30.6106;131.3516;22.6;5.1;2015-02-18T03:30:46.040Z;129
2016-01-05T02:21:11.340Z;30.6132;132.7337;4.71;5.8;2016-11-10T22:07:08.048Z;
2016-01-17T14:23:51.510Z;30.6138;132.7949;8.95;4.6;2016-04-06T17:30:24.040Z;23
2017-12-20T13:40:54.570Z;30.6154;132.0779;10;5.5;2018-03-14T00:58:24.040Z;49
2016-09-06T17:19:27.710Z;30.6194;131.0481;33.29;4.5;2016-12-03T02:54:45.040Z;19
2017-12-20T14:47:15.680Z;30.6249;131.9807;10;4.6;2018-03-14T00:58:24.040Z;19
2015-10-19T21:47:01.770Z;30.6336;131.2539;10;4.5;2016-01-15T20:51:18.040Z;13
2004-11-03T20:28:34.300Z;30.634;131.014;45.4;4.9;2014-11-07T01:23:55.540Z;
2016-01-17T13:01:12.220Z;30.6448;132.7969;10;4.8;2016-11-10T22:08:47.437Z;57
2015-09-06T15:20:36.390Z;30.6547;131.4094;29.29;4.5;2015-12-05T01:40:32.040Z;14
2014-11-19T14:39:36.830Z;30.6551;131.5143;10;4.5;2015-02-18T03:30:46.040Z;33
2017-12-20T18:33:15.980Z;30.6596;131.8559;10;4.5;2018-03-14T00:58:24.040Z;31
2018-05-05T03:59:27.910Z;30.6642;131.3943;38.81;4.6;2018-07-27T20:20:30.040Z;63
2017-12-19T02:33:52.520Z;30.6665;131.9971;10;4.8;2018-03-14T00:58:22.040Z;88
2017-12-20T15:39:53.520Z;30.6668;131.8929;10;5;2018-03-14T00:58:24.040Z;153
2015-08-01T21:51:42.150Z;30.6746;131.4282;34.42;4.8;2015-10-30T02:47:42.040Z;66
2017-12-21T03:40:55.480Z;30.6761;132.0082;21.27;5.1;2018-03-14T00:58:25.040Z;256
2018-01-12T09:51:05.670Z;30.6844;131.8873;10;4.9;2018-04-03T01:40:28.040Z;116
2017-12-20T20:26:55.640Z;30.6968;132.0784;10;4.6;2018-03-14T00:58:24.040Z;31
2016-04-20T16:39:57.530Z;30.6982;132.558;33.31;4.5;2016-06-27T23:02:28.040Z;11
2015-10-19T21:44:44.450Z;30.7005;131.4604;15.64;4.6;2016-01-15T20:51:17.040Z;11
2017-12-18T23:28:29.240Z;30.7011;132.044;15.36;5.2;2018-03-14T00:58:22.040Z;379
2015-08-04T04:39:47.800Z;30.7055;131.5222;24.03;4.8;2015-10-30T02:47:47.040Z;49
2016-01-17T23:38:47.780Z;30.7066;132.834;10;4.6;2016-04-06T17:30:24.040Z;20
2016-01-18T03:35:53.570Z;30.7162;132.75;10;4.6;2016-04-06T17:30:25.040Z;38
2018-01-13T04:13:10.580Z;30.7198;131.9416;10;4.6;2018-04-03T01:40:29.040Z;23
2004-06-15T13:56:47.590Z;30.72;131.323;43.7;4.7;2014-11-07T01:22:38.036Z;2
2017-12-19T01:40:49.940Z;30.7266;132.0691;10;4.7;2018-03-14T00:58:22.040Z;84
2013-09-19T23:23:01.170Z;30.7291;129.4414;249.69;4.5;2013-12-09T21:11:09.000Z;
2018-01-10T06:23:27.710Z;30.7376;132.0337;32.1;4.9;2018-04-03T01:40:24.040Z;98
2017-12-20T14:45:00.260Z;30.7454;131.9295;14.77;5;2018-03-14T00:58:24.040Z;76
2010-09-25T23:24:58.630Z;30.76;130.311;126.5;4.5;2014-11-07T01:42:30.749Z;
2017-04-29T20:22:59.150Z;30.7724;131.4043;20.55;5;2017-07-21T02:32:12.040Z;166
2017-04-29T19:40:49.900Z;30.7748;131.4341;21.52;4.6;2017-07-21T02:32:12.040Z;39
2017-12-20T13:44:23.390Z;30.7785;131.8154;10;4.9;2018-03-14T00:58:24.040Z;43
2017-04-29T13:40:34.010Z;30.7826;131.3224;32.01;4.7;2017-07-21T02:32:12.040Z;28
2010-08-30T04:25:04.120Z;30.786;132.19;27.7;4.5;2014-11-07T01:42:18.776Z;
2017-05-01T14:31:38.940Z;30.7914;131.3574;35;4.7;2017-07-29T03:16:11.040Z;11
2015-05-13T14:10:07.570Z;30.8058;130.2259;155.47;4.5;2015-07-17T07:06:15.040Z;30
2008-05-22T19:47:14.850Z;30.807;131.329;35;4.5;2014-11-07T01:36:04.491Z;
2017-05-04T04:44:29.390Z;30.8082;131.4164;30.77;4.8;2017-07-29T03:16:20.040Z;114
2017-04-29T12:32:34.130Z;30.815;131.4147;31;5.7;2017-07-21T02:32:11.040Z;75
2015-08-17T11:40:33.820Z;30.8186;131.0266;7.83;5.1;2015-11-17T00:13:33.040Z;253
2017-05-23T14:16:54.400Z;30.8323;131.386;21.22;4.6;2017-08-10T01:33:59.040Z;51
2002-07-16T14:50:23.190Z;30.834;132.445;33;4.7;2014-11-07T01:16:04.459Z;9
2015-12-15T21:53:57.440Z;30.8421;131.3548;31.72;4.5;2016-03-05T01:42:08.040Z;29
2013-12-11T07:36:48.060Z;30.845;130.8607;69.33;4.7;2014-02-21T23:00:51.000Z;
2002-07-16T11:57:26.730Z;30.847;132.394;33;5.5;2016-11-09T22:59:52.618Z;
2003-12-09T15:44:41.320Z;30.917;132.108;33;4.5;2014-11-07T01:20:43.567Z;2
2017-10-14T23:34:09.380Z;30.9307;130.3087;148.09;5;2018-01-09T02:15:01.040Z;28
2010-01-25T07:15:08.980Z;30.964;130.888;38.2;5.5;2016-11-10T02:23:14.606Z;
2015-12-08T09:28:03.570Z;30.965;130.4075;129.3;4.7;2016-03-02T03:36:38.040Z;46
2017-12-18T23:23:53.250Z;30.9704;132.0208;10;4.9;2018-03-14T00:58:22.040Z;175
2012-06-10T17:11:31.400Z;30.973;130.826;77.3;4.7;2014-11-07T01:48:03.089Z;19
2012-07-25T17:20:11.140Z;30.981;130.348;137.2;5;2015-03-24T02:15:15.176Z;98
2017-03-11T18:48:41.030Z;30.9973;130.3866;138.29;5.3;2017-05-31T01:59:02.040Z;32
2015-11-13T20:51:31.030Z;31.0009;128.8729;12;6.7;2016-11-10T22:00:33.333Z;
2014-06-19T15:22:41.510Z;31.0091;131.4666;44.54;4.6;2014-09-19T17:22:05.000Z;10
2012-06-08T05:15:51.810Z;31.01;130.956;74.3;4.5;2014-11-07T01:48:01.966Z;12
2005-11-21T15:36:30.980Z;31.019;129.997;145;6.1;2016-11-10T01:14:48.136Z;
2015-11-13T21:17:26.580Z;31.0207;128.7986;10;4.9;2016-02-13T02:08:20.040Z;77
2015-07-18T17:13:21.250Z;31.0298;131.4774;27.78;4.7;2015-10-14T21:05:42.040Z;12
2014-03-12T22:35:54.640Z;31.0351;131.4596;50.75;4.6;2014-05-16T21:51:38.000Z;34
2011-02-04T09:11:25.890Z;31.069;131.394;48.1;4.9;2014-11-07T01:43:36.963Z;36
2002-05-24T10:08:38.650Z;31.079;131.555;45.8;4.5;2014-11-07T01:15:39.822Z;9
2015-11-18T12:18:04.590Z;31.0852;128.5119;10;4.7;2016-02-13T02:08:29.040Z;35
2016-05-07T05:48:21.530Z;31.0885;129.3788;10;4.6;2016-07-20T18:10:46.040Z;44
2012-05-22T18:45:28.270Z;31.093;131.28;43.9;4.6;2014-11-07T01:47:51.409Z;31
2018-10-04T08:20:53.130Z;31.0932;131.4663;35;4.6;2018-10-26T11:12:57.040Z;16
2016-05-06T05:11:22.810Z;31.0991;129.2972;14.25;4.9;2016-07-20T18:10:44.040Z;95
2016-05-13T19:05:49.200Z;31.1061;129.2477;8.16;4.9;2016-07-22T19:39:05.040Z;197
2016-05-07T08:09:22.150Z;31.1062;129.2388;15.01;4.8;2016-07-20T18:10:46.040Z;55
2015-12-31T19:08:07.000Z;31.115;131.3314;22.83;4.8;2016-11-10T22:06:38.550Z;151
2013-11-10T13:29:21.690Z;31.1209;130.2256;168.32;4.7;2014-01-17T00:29:15.000Z;
2013-03-11T05:34:57.360Z;31.138;130.348;162.7;4.7;2014-11-07T01:50:19.475Z;130
2009-09-03T13:26:17.950Z;31.14;130.014;163;6.2;2016-11-10T02:16:51.735Z;
2014-04-01T22:16:51.970Z;31.1506;128.1716;10;4.7;2014-05-29T23:32:12.000Z;49
2014-07-01T16:28:14.650Z;31.1584;130.2481;169.03;4.7;2014-09-26T11:49:52.000Z;170
2011-08-28T00:52:05.200Z;31.162;131.422;48.8;4.9;2014-11-07T01:45:44.097Z;11
2016-05-07T09:16:05.080Z;31.1632;129.1867;10;4.7;2016-07-20T18:10:46.040Z;79
2004-10-11T05:09:36.420Z;31.168;135.404;502.2;5.3;2016-11-09T23:41:52.523Z;
2016-05-23T15:17:42.600Z;31.1759;129.2631;15.47;4.8;2016-08-03T22:33:43.040Z;50
2005-06-27T12:41:23.730Z;31.177;130.227;173.9;4.6;2014-11-07T01:26:17.928Z;87
2001-06-13T00:59:24.920Z;31.178;128.821;33;4.5;2014-11-07T01:13:02.935Z;6
2015-11-16T07:31:14.500Z;31.1872;128.9206;10;4.8;2016-02-13T02:08:24.040Z;49
2018-10-26T08:45:35.120Z;31.1987;130.6371;117.01;4.5;2018-11-15T11:35:23.040Z;18
2015-05-11T01:12:22.050Z;31.2023;131.283;10;4.5;2015-07-17T07:06:07.040Z;19
2011-02-06T19:40:32.340Z;31.204;130.28;150.2;4.7;2014-11-07T01:43:37.833Z;122
2015-11-18T19:56:49.210Z;31.2078;128.9892;10;4.5;2016-02-13T02:08:30.040Z;35
2012-10-16T13:39:25.580Z;31.216;130.199;168.6;5.3;2014-11-07T01:49:06.148Z;97
2013-12-12T02:24:57.730Z;31.2224;131.3207;52.94;4.7;2014-02-21T23:00:52.000Z;
2015-11-19T14:41:48.180Z;31.2239;128.8522;16.87;4.7;2016-11-10T22:01:15.879Z;18
2017-07-09T17:02:13.990Z;31.2287;131.071;59.06;4.5;2017-10-06T23:56:11.040Z;10
2002-10-06T06:28:16.790Z;31.231;130.137;178.5;4.5;2014-11-07T01:16:42.666Z;2
2003-07-23T23:19:30.240Z;31.231;130.254;163.1;4.6;2014-11-07T01:19:17.071Z;1
2015-05-24T00:09:38.400Z;31.2324;130.3868;160.74;4.5;2015-07-29T01:35:37.040Z;63
2017-09-24T23:31:38.490Z;31.244;130.39;158.92;4.6;2017-12-22T21:56:20.040Z;157
2003-06-12T14:03:39.550Z;31.253;130.244;171.4;4.5;2014-11-07T01:18:54.982Z;17
2001-08-12T19:04:36.700Z;31.254;130.479;158.9;4.6;2014-11-07T01:13:32.105Z;44
2014-03-22T07:24:51.420Z;31.2552;130.2798;157.41;4.6;2014-05-24T00:54:39.000Z;82
2015-12-03T12:08:40.800Z;31.2596;129.4301;40.28;4.5;2016-03-02T03:36:29.040Z;24
2016-05-07T05:42:13.500Z;31.2618;129.297;10;5.3;2016-07-20T18:10:46.040Z;
2015-11-14T08:40:56.000Z;31.2782;128.9344;6.69;4.7;2016-11-10T22:00:36.056Z;27
2017-02-07T07:21:30.590Z;31.2881;131.6849;21.89;4.5;2017-05-09T01:24:29.040Z;16
2015-11-29T09:48:20.410Z;31.2913;129.2914;25.38;4.6;2016-02-25T22:33:00.040Z;19
2015-05-27T01:51:26.110Z;31.2919;130.4608;152.22;4.7;2015-07-29T01:35:48.040Z;100
2018-06-11T19:54:21.270Z;31.295;131.3679;30;5.4;2018-09-07T17:47:00.040Z;25
2014-02-24T23:39:29.510Z;31.297;130.3832;160.36;4.6;2014-05-07T00:03:10.000Z;51
2015-11-14T21:41:50.460Z;31.3033;128.812;10;4.5;2016-02-13T02:08:22.040Z;45
2013-09-27T19:37:49.930Z;31.3228;131.3222;46.53;4.8;2013-12-13T09:00:35.000Z;
2015-11-14T20:34:29.340Z;31.3303;128.853;10;5.1;2016-11-10T22:00:43.217Z;
2015-12-07T16:24:24.660Z;31.3413;128.7683;10.94;4.8;2016-03-02T03:36:37.040Z;54
2011-07-07T19:10:45.200Z;31.345;130.409;162.9;4.9;2014-11-07T01:45:18.167Z;25
2018-11-06T14:06:55.430Z;31.3464;130.2914;153.81;4.5;2018-11-14T16:31:20.040Z;46
2018-06-11T19:56:41.960Z;31.3566;131.6286;35;4.8;2018-09-07T17:47:03.040Z;14
2002-06-18T07:58:37.660Z;31.364;131.413;33;4.5;2014-11-07T01:15:51.259Z;17
2009-11-28T10:45:48.530Z;31.368;130.41;166.8;4.7;2014-11-07T01:40:09.415Z;
2017-08-24T05:34:38.790Z;31.3688;130.6046;10;4.5;2017-11-22T03:43:30.040Z;25
2015-11-18T04:38:50.880Z;31.3706;128.961;27.5;5.1;2016-11-10T22:01:02.970Z;139
2013-12-09T22:26:04.630Z;31.3802;127.3293;10;4.5;2014-02-15T01:32:15.000Z;
2007-12-22T17:49:08.030Z;31.381;131.398;34.3;4.9;2016-11-10T01:49:54.974Z;
2017-07-11T02:56:36.980Z;31.3883;130.6243;23.91;5.3;2017-10-06T23:56:13.040Z;222
2018-07-17T18:42:40.620Z;31.3888;128.1405;8.83;4.7;2018-10-04T14:15:32.040Z;58
2006-01-01T07:11:57.010Z;31.394;131.615;10;5.6;2016-11-10T01:16:23.493Z;
2005-05-31T02:04:15.240Z;31.4;131.202;34.2;5.7;2016-11-10T01:06:49.609Z;
2015-03-29T03:23:22.520Z;31.4176;130.5383;144.38;4.6;2015-06-12T01:53:27.040Z;133
2017-10-28T14:49:53.410Z;31.4361;129.1017;47.98;4.6;2018-01-17T21:50:37.040Z;49
2015-11-14T19:20:21.390Z;31.4417;128.8428;10;5.7;2016-11-10T22:00:42.136Z;
2015-01-12T23:51:35.620Z;31.4441;131.0491;55.8;4.5;2015-04-10T18:56:31.040Z;16
2015-11-14T03:51:54.160Z;31.4544;128.8805;10;4.6;2016-02-13T02:08:20.040Z;29
2015-07-13T06:52:37.700Z;31.5042;131.757;46.19;4.7;2015-10-09T20:19:15.040Z;100
2012-02-09T03:55:19.870Z;31.506;131.497;34.9;4.8;2014-11-07T01:46:59.580Z;44
2001-08-29T20:52:27.300Z;31.543;131.693;41.7;5;2014-11-07T01:13:39.192Z;2
2013-03-11T09:59:43.730Z;31.598;131.632;33.7;4.7;2014-11-07T01:50:19.553Z;46
2013-03-11T09:34:52.170Z;31.603;131.534;36.9;5.2;2015-01-31T01:17:24.437Z;222
2004-04-21T03:20:54.190Z;31.614;131.482;32.6;5.2;2016-11-10T00:32:04.351Z;
2004-04-21T03:10:41.670Z;31.619;131.601;32.1;4.8;2014-11-07T01:22:03.823Z;24
2013-04-15T07:15:49.920Z;31.652;129.591;74.3;4.5;2014-11-07T01:50:34.160Z;112
2013-10-08T11:45:20.910Z;31.6636;131.7599;37.55;4.8;2013-12-24T01:42:56.000Z;
2016-05-16T08:50:19.080Z;31.7178;131.7961;31.04;4.8;2016-07-22T19:39:09.040Z;11
2016-03-03T07:11:16.090Z;31.7483;131.4272;55.49;5.3;2016-05-06T23:34:25.040Z;113
2004-12-12T05:28:45.970Z;31.756;128.865;10;5;2016-11-10T00:54:49.059Z;
2018-04-28T04:27:14.490Z;31.7679;132.1058;10;4.5;2018-07-25T21:37:35.040Z;34
2012-05-14T03:36:48.260Z;31.77;131.52;40.1;4.9;2015-03-24T02:38:53.999Z;117
2016-11-05T07:57:30.430Z;31.7707;131.8507;10;4.6;2017-02-02T02:20:59.040Z;26
2008-03-10T01:44:33.130Z;31.793;131.462;53.8;5.1;2016-11-10T01:52:55.372Z;
2016-06-04T05:56:26.960Z;31.7956;128.8191;1.65;4.8;2016-08-18T00:36:30.040Z;70
2004-03-01T12:27:20.640Z;31.8;130.575;181.5;4.8;2014-11-07T01:21:35.465Z;12
